AP_PAYMENT_REF,AP_CONTRACT_REF,AP_PAYMENT_DATETIME,AP_AMOUNT_PAID,AP_PAYMENT_CHANNEL,AP_TRANSACTION_STATUS
ca56d844-e2d6-4db5-a19e-cb9e0409c289,AP-000014,2025-11-16 17:48:47,248.98,CARD,SUCCESS
a0a09d7d-f334-483b-99bb-a65a19490460,AP-000014,2026-05-18 13:48:47,248.98,BANK_TRANSFER,PENDING
836fe39e-49db-4adc-92d5-5b3be77286e1,AP-000015,2023-06-30 18:19:53,42.15,DIRECT_DEBIT,PENDING
c27ce0f8-268a-4b4e-803d-6afef713a4ad,AP-000015,2024-06-06 20:05:40,42.15,BANK_TRANSFER,SUCCESS
de73b2bb-6aed-447c-a06a-acfc6e6065e7,AP-000015,2025-06-15 17:03:30,42.15,BANK_TRANSFER,SUCCESS
e8101397-b679-4d7c-9857-6519bc72b516,AP-000015,2024-12-14 10:27:25,42.15,BANK_TRANSFER,FAILED
ce8f97d5-09c4-49f2-b6a5-0c53d48e4ed4,AP-000015,2025-10-01 15:46:11,42.15,DIRECT_DEBIT,SUCCESS
5eb7e8e8-224b-4d33-9130-23f30ff92ab0,AP-000016,2023-10-10 01:04:37,152.46,DIRECT_DEBIT,PENDING
0e4a62b5-659d-4eb2-847a-d2df9adcf854,AP-000016,2026-03-14 09:33:23,152.46,DIRECT_DEBIT,PENDING
f8cdf7f0-7dab-4226-b31e-b2e872a83929,AP-000016,2025-09-05 21:51:31,152.46,CARD,PENDING
2dbb59c8-1de9-45a4-9282-26dadc931811,AP-000016,2024-01-31 22:45:13,152.46,DIRECT_DEBIT,PENDING
44c0e364-8499-44c6-8af4-f624ccd9b6d0,AP-000016,2023-06-19 19:15:06,152.46,BANK_TRANSFER,FAILED
6900b72c-41a6-41fe-9218-bec3349750c7,AP-000016,2026-04-05 08:41:49,152.46,CARD,SUCCESS
9308e90e-f201-429e-9f64-6b1554d74038,AP-000017,2025-01-17 03:12:38,165.19,BANK_TRANSFER,FAILED
d10e733b-fa26-4e0c-9404-e2dd1ca7f55a,AP-000017,2024-06-29 22:48:48,165.19,DIRECT_DEBIT,PENDING
e677b575-0cdf-4a60-ae90-9f67f8642c17,AP-000017,2025-11-03 11:10:31,165.19,BANK_TRANSFER,PENDING
6384b059-86cf-4212-aef2-1981ac1c23b5,AP-000017,2025-05-28 21:29:16,165.19,BANK_TRANSFER,FAILED
d6b5af59-758a-4d31-b3b8-8e09499ddfcd,AP-000017,2025-01-27 20:13:16,165.19,DIRECT_DEBIT,FAILED
82528f22-a09c-4716-99b4-5aff1bd39e21,AP-000017,2025-03-11 00:20:22,165.19,BANK_TRANSFER,PENDING
34491927-f10e-4e5a-82ff-ed166d546efc,AP-000018,2026-02-09 13:46:21,62.29,BANK_TRANSFER,FAILED
fe232a89-6f93-4301-ba4a-7810acee4102,AP-000018,2025-09-08 07:30:08,62.29,DIRECT_DEBIT,FAILED
16c64aa1-e164-43b1-aac8-c19fb00effd8,AP-000018,2026-01-07 04:05:17,62.29,CARD,SUCCESS
0e2efc26-c381-4da9-95ef-c89f2b0e554e,AP-000018,2026-03-06 09:03:56,62.29,CARD,PENDING
6778b23e-12a5-4f44-ba3e-6efc5d712fc7,AP-000018,2025-08-21 06:57:58,62.29,CARD,SUCCESS
314db0b3-338a-4415-aafa-5ad8db46a227,AP-000018,2025-10-22 17:31:54,62.29,CARD,PENDING
55fe4a6a-3859-4bf3-94d4-4dc7921e264a,AP-000019,2024-04-16 22:42:21,195.95,CARD,FAILED
aecfdfe5-2f4a-4daf-9ab2-eaf8b95ccfd4,AP-000019,2024-02-05 00:50:01,195.95,BANK_TRANSFER,PENDING
2bfab86a-c49c-4bed-961d-13e1da9d46f3,AP-000020,2026-04-18 11:14:50,76.9,DIRECT_DEBIT,SUCCESS
bc41396f-2fad-427e-8369-9536aae27373,AP-000020,2025-06-04 09:50:06,76.9,CARD,SUCCESS
d01168ed-ab26-4338-8f75-ab46e5369ca7,AP-000021,2026-07-19 04:41:36,102.07,BANK_TRANSFER,FAILED
d06b9bdd-f84a-44aa-a874-b677d1cf9792,AP-000021,2023-09-20 12:11:40,102.07,BANK_TRANSFER,SUCCESS
49a61eae-37f2-4249-8845-fcb83bbcb9d4,AP-000021,2024-02-29 04:35:04,102.07,DIRECT_DEBIT,FAILED
6ce629cb-e291-4a5c-8d0f-588406b67171,AP-000021,2024-09-06 09:36:32,102.07,CARD,FAILED
47a6d125-1aaa-4ed2-864e-5a7bb96769da,AP-000021,2026-04-28 13:22:36,102.07,DIRECT_DEBIT,PENDING
879e018c-f3e0-4664-94cb-723541ed8737,AP-000022,2026-01-27 08:57:38,167.15,CARD,PENDING
bef91276-70cb-45b0-a8b8-de432b0fde95,AP-000022,2024-12-12 01:20:04,167.15,BANK_TRANSFER,PENDING
d7782140-ddf1-4885-a589-d85fa50d8df0,AP-000023,2025-06-03 21:11:02,79.76,CARD,FAILED
68568985-491a-410c-91b6-a1b914140d3f,AP-000023,2025-02-09 08:01:22,79.76,BANK_TRANSFER,PENDING
a1e6aa32-aa1e-4e08-b6c3-e2e7aaf8fc9c,AP-000023,2024-04-13 13:30:23,79.76,BANK_TRANSFER,SUCCESS
6094180e-84a3-4847-b5fc-047c7e059c83,AP-000023,2024-11-09 15:56:34,79.76,BANK_TRANSFER,PENDING
90234c3d-52b0-4b9c-bc73-4c10ef7aee7b,AP-000023,2026-02-23 10:04:40,79.76,DIRECT_DEBIT,SUCCESS
086a45db-d979-417e-ab45-84c3d318c01d,AP-000024,2026-08-19 04:52:56,146.09,BANK_TRANSFER,SUCCESS
d9c68bfe-df33-4bec-ac14-39e7d3e05d7f,AP-000024,2026-07-22 23:35:22,146.09,CARD,FAILED
3c864dcc-ece0-4c67-bf43-11199cdf5d69,AP-000024,2026-08-05 12:40:02,146.09,DIRECT_DEBIT,FAILED
7eb77a71-08cc-4504-97a8-da102f4772cc,AP-000024,2026-07-26 23:11:10,146.09,BANK_TRANSFER,PENDING
38cfe529-b4c4-43a4-bda9-cbc194103cca,AP-000025,2026-01-27 09:16:06,38.22,DIRECT_DEBIT,FAILED
798ed8f5-9839-4353-a8bc-23dbeacea57b,AP-000025,2026-04-25 11:53:34,38.22,BANK_TRANSFER,PENDING
c17eedb1-4e27-427f-a9c2-6d69c28429ff,AP-000025,2025-03-04 08:35:35,38.22,DIRECT_DEBIT,FAILED
040399c7-abc1-4ab5-a367-54800496c46f,AP-000025,2025-04-13 18:16:37,38.22,DIRECT_DEBIT,PENDING
c0219f7e-5353-42b8-a511-e080b5275241,AP-000025,2025-09-13 15:03:52,38.22,BANK_TRANSFER,SUCCESS
74db7253-a1f2-48d3-b871-460a664fdf9c,AP-000026,2026-03-19 21:13:35,86.61,DIRECT_DEBIT,PENDING
352af5bc-24bb-45a7-9793-badd022034fd,AP-000026,2026-06-14 01:49:49,86.61,CARD,PENDING
a35bc8ea-223b-45d2-add2-08f745642868,AP-000026,2025-12-26 00:17:43,86.61,CARD,SUCCESS
50a28759-01aa-4e3e-9509-1a8d0bb1d9e1,AP-000026,2026-03-29 04:34:19,86.61,CARD,FAILED
f36342d8-b303-4007-ae6b-97576bb863c8,AP-000026,2026-01-23 18:06:17,86.61,CARD,SUCCESS
e3f5562c-808f-430c-ac4f-ff3496fd812f,AP-000026,2025-12-27 17:47:21,86.61,CARD,PENDING
f5302c9c-1889-40f1-879f-058b29e88908,AP-000027,2026-07-24 23:04:16,184.5,BANK_TRANSFER,PENDING
cbd2de87-b71f-4b82-b15d-fdc91d471f41,AP-000027,2026-01-21 05:49:29,184.5,DIRECT_DEBIT,SUCCESS
3ed6f87c-118f-4a30-91c1-bdcd99cd8717,AP-000027,2026-08-09 06:41:50,184.5,BANK_TRANSFER,SUCCESS
695297fe-e4c7-43a8-ada7-4b481243a7bc,AP-000027,2026-06-19 19:52:42,184.5,CARD,SUCCESS
dbcddd6f-80cf-419f-b81a-02acb1d705ee,AP-000028,2025-07-31 04:14:36,198.4,BANK_TRANSFER,PENDING
09d1d0d3-94fa-470d-8a01-a4798437dfc2,AP-000028,2025-05-28 16:04:12,198.4,CARD,SUCCESS
db05720d-40ea-4e7e-bab4-71771c1d63b1,AP-000029,2024-09-08 16:23:29,197.38,CARD,PENDING
b23a8861-989c-4c12-8df5-33be5161e321,AP-000030,2024-06-05 07:48:18,109.5,CARD,PENDING
88033b87-1b4b-434d-8daf-80dc4e650d94,AP-000030,2025-06-24 19:19:40,109.5,CARD,FAILED
9393a863-76c8-445e-927e-568b5adc23da,AP-000030,2024-03-27 21:22:50,109.5,CARD,SUCCESS
5aeaa103-9795-470c-85c2-5e53c5f47834,AP-000031,2024-10-04 01:29:22,119.86,CARD,PENDING
3ac599c4-38cc-4b72-a9a6-8305b5f8de97,AP-000031,2024-12-06 12:06:43,119.86,CARD,SUCCESS
ee13b266-1fc3-4282-81a4-be83326d5558,AP-000031,2023-09-19 01:38:50,119.86,CARD,FAILED
f19e096b-0c63-49a1-99f5-d1f8fe6606f3,AP-000031,2024-02-02 15:49:21,119.86,DIRECT_DEBIT,PENDING
459254f9-d2ca-47d4-9668-f3fbff5a8c0c,AP-000031,2023-11-24 03:23:31,119.86,DIRECT_DEBIT,FAILED
59b1e0e1-d5f2-4879-995d-a83afdd064fc,AP-000032,2024-08-05 12:06:53,197.28,DIRECT_DEBIT,PENDING
2fb9af2c-a225-4162-81a3-cd6cac3b1c23,AP-000032,2024-10-16 16:55:32,197.28,DIRECT_DEBIT,SUCCESS
4535130b-f77d-4f1c-a80a-65b0e6a9de2f,AP-000032,2026-06-12 13:01:41,197.28,CARD,PENDING
dfcb0424-048f-4609-afc7-80143bda51fd,AP-000032,2026-02-07 02:30:34,197.28,DIRECT_DEBIT,SUCCESS
054adbe5-d431-4146-91d0-3da1ffa13b3f,AP-000032,2025-12-10 20:29:17,197.28,DIRECT_DEBIT,FAILED
4d770fcb-19dd-40f6-a7a6-87f60bf9c7d7,AP-000032,2026-03-07 08:32:33,197.28,CARD,SUCCESS
b1f80b16-b15b-45df-97a9-d9873dfa64b6,AP-000033,2025-04-13 08:09:32,92.85,DIRECT_DEBIT,PENDING
f51599bc-187e-4600-add4-fb71b4e5416e,AP-000034,2025-04-02 01:46:44,186.61,DIRECT_DEBIT,PENDING
98f5c7a4-e4ab-41ca-bcaf-24e9f604be35,AP-000034,2025-12-24 15:12:54,186.61,DIRECT_DEBIT,FAILED
d4c892a4-862c-493e-be74-dd8e366fddc5,AP-000034,2026-02-23 12:19:57,186.61,BANK_TRANSFER,SUCCESS
423658ea-7acd-461e-96fd-ce7c2bdce780,AP-000034,2025-07-17 14:09:51,186.61,DIRECT_DEBIT,SUCCESS
898343a0-b770-4c56-a412-cd2bebeaeaca,AP-000035,2023-11-13 05:38:09,99.96,DIRECT_DEBIT,SUCCESS
0600aeae-c73b-4c45-94dd-9192b3c2a3ea,AP-000035,2025-11-05 22:53:52,99.96,CARD,FAILED
db5bd570-ba05-4734-b48e-baea3ad5a282,AP-000035,2026-04-23 15:34:41,99.96,CARD,PENDING
d1236dd8-3b42-4fc3-bb15-b39303ae362c,AP-000035,2024-07-18 09:21:37,99.96,BANK_TRANSFER,PENDING
e1aeee7a-0393-4224-af10-813e9e1f5e9c,AP-000035,2026-07-20 12:14:52,99.96,DIRECT_DEBIT,PENDING
17394dd5-2db7-45b3-8370-d80c53420d48,AP-000036,2026-07-31 20:00:20,198.46,DIRECT_DEBIT,FAILED
7e386cbc-d598-4fd0-9e25-215f5aaad3df,AP-000037,2025-02-22 07:51:34,63.67,DIRECT_DEBIT,SUCCESS
a36a166f-cc58-4197-829d-febd989bc4e3,AP-000037,2025-08-22 22:30:27,63.67,CARD,SUCCESS
875133a8-191c-4011-97bb-e91948f4c672,AP-000037,2024-12-01 20:41:56,63.67,CARD,SUCCESS
0c601e83-5d22-47e4-bd55-d96fa1f92f75,AP-000037,2026-01-20 03:55:32,63.67,CARD,SUCCESS
bc52ef24-8f6d-42f6-8509-9fe3235d26ca,AP-000037,2025-02-08 16:23:49,63.67,BANK_TRANSFER,SUCCESS
9dc21d40-6ff4-428a-81f8-1579767d2dd6,AP-000038,2026-03-04 14:41:27,27.32,DIRECT_DEBIT,FAILED
6577e8a7-12c6-49c3-aaf0-208765158016,AP-000038,2026-06-24 03:13:48,27.32,BANK_TRANSFER,SUCCESS
cdcf3e9b-9609-475e-a11d-9e7d87dfc707,AP-000038,2026-05-23 01:36:45,27.32,BANK_TRANSFER,SUCCESS
1e7b0758-b684-4e1f-9168-96114666fba7,AP-000038,2026-03-14 02:31:23,27.32,DIRECT_DEBIT,FAILED
11245bf5-582a-4880-9b18-ec98ae537a7d,AP-000038,2026-03-29 03:32:00,27.32,CARD,SUCCESS
f5391bfb-c4c6-426a-91be-671c9d6a56d4,AP-000039,2024-10-07 17:07:19,133.02,BANK_TRANSFER,FAILED
6e46ec8d-5b96-4e1d-8d78-5454e1b7ad8c,AP-000040,2026-02-26 19:18:32,202.68,DIRECT_DEBIT,SUCCESS
bf421df7-564e-44f1-8476-134055795dd7,AP-000041,2025-08-30 03:09:45,37.93,CARD,FAILED
17c294c1-5278-4d97-84d7-4f5ab452453a,AP-000041,2026-06-28 20:02:45,37.93,DIRECT_DEBIT,SUCCESS
fb1a4a43-f5ec-4f86-80b5-c0d885a2e96f,AP-000041,2025-04-15 16:40:11,37.93,DIRECT_DEBIT,FAILED
b2b0e20f-b5f4-4bf1-bc33-fcf688b9bbf4,AP-000041,2025-05-22 22:44:28,37.93,DIRECT_DEBIT,PENDING
67380223-d975-4641-b7c6-41f854a84a80,AP-000041,2025-08-27 23:53:00,37.93,DIRECT_DEBIT,SUCCESS
4f2a0968-3a5f-4f5d-92ca-2ce250d3f127,AP-000041,2025-05-14 06:42:50,37.93,DIRECT_DEBIT,FAILED
94922454-f256-4097-852c-728da237a23b,AP-000042,2024-08-12 16:55:01,175.13,DIRECT_DEBIT,PENDING
2bb34268-8b7f-4a67-a750-adc944c1c899,AP-000042,2024-08-02 07:25:02,175.13,BANK_TRANSFER,PENDING
d51e0209-b177-40eb-8d16-dab96757c99e,AP-000042,2025-04-09 20:18:34,175.13,DIRECT_DEBIT,PENDING
4151b041-0100-4934-8207-f7831ee8be80,AP-000042,2026-04-20 07:43:24,175.13,BANK_TRANSFER,PENDING
68bec009-fe07-424e-b9d7-82acfa333959,AP-000042,2024-12-18 05:58:10,175.13,DIRECT_DEBIT,PENDING
6a8ee6eb-5425-433a-bfdf-fb51f0c2e77a,AP-000043,2026-07-16 23:29:10,75.37,BANK_TRANSFER,PENDING
ed802584-41fa-4625-b116-8a4cdbc28fe6,AP-000043,2025-12-22 15:46:08,75.37,BANK_TRANSFER,PENDING
a45da71e-4aa1-4be3-bb76-0bc8cd78f132,AP-000043,2023-11-12 19:07:39,75.37,BANK_TRANSFER,SUCCESS
120090e9-6adf-4442-9cc8-d569776719e4,AP-000043,2026-03-25 17:06:18,75.37,DIRECT_DEBIT,SUCCESS
532a1e94-2cdf-4dd2-bda1-46d7117238e6,AP-000043,2023-11-11 11:58:23,75.37,BANK_TRANSFER,FAILED
dfd87e93-c29c-4034-a9e5-0a2aceee418e,AP-000043,2023-05-04 08:54:19,75.37,CARD,FAILED
f930cecf-82e8-4931-ab9d-8eeb87bc78c2,AP-000044,2026-02-26 01:10:46,248.48,CARD,PENDING
bc41e06b-bf55-4d19-be7b-97dda148b6ed,AP-000044,2026-02-24 07:35:29,248.48,CARD,FAILED
4d66f9ec-65b3-4540-a220-dd47ab2dcac7,AP-000045,2025-10-06 12:08:19,137.59,CARD,SUCCESS
8f3ac59c-a8fc-40c7-95b7-59f93f5758b9,AP-000045,2025-02-20 17:03:01,137.59,BANK_TRANSFER,PENDING
6afb664f-d0fe-4120-8776-c05eb6b9a066,AP-000045,2025-04-12 16:32:01,137.59,CARD,FAILED
38fc4fb9-905a-40fa-b0eb-f158db74319e,AP-000045,2023-12-22 15:53:53,137.59,BANK_TRANSFER,FAILED
f204e8f3-f41b-4c37-8972-aa546ce503dd,AP-000045,2024-06-13 00:48:12,137.59,CARD,FAILED
47f0c93f-3f06-4cda-af95-d144e0d600cc,AP-000046,2026-04-20 19:00:11,186.42,DIRECT_DEBIT,FAILED
d6080b89-8532-4b4c-9733-558e81d56b93,AP-000046,2026-03-22 17:08:06,186.42,CARD,FAILED
88113156-84b0-4760-880e-4fa698715094,AP-000046,2026-02-19 21:52:47,186.42,DIRECT_DEBIT,PENDING
36648aa8-26d5-47b8-941f-bedda3666b96,AP-000046,2026-05-06 02:06:21,186.42,CARD,FAILED
37768fcd-3765-4c82-8673-c1b8ea19b97c,AP-000046,2026-06-23 23:49:37,186.42,DIRECT_DEBIT,PENDING
3bb86e64-bdc8-478f-8b23-5f00649ccc00,AP-000046,2026-04-19 09:47:10,186.42,CARD,SUCCESS
2a4c7dc7-89d9-4a51-82d5-c6d58101867b,AP-000047,2025-08-03 08:12:11,222.35,CARD,FAILED
456c5c7a-46d1-4664-a1c1-da098262deef,AP-000048,2025-09-01 15:42:20,215.38,CARD,PENDING
7ed546bf-0cfb-4736-aed3-93865468d9fc,AP-000048,2025-07-23 05:01:41,215.38,DIRECT_DEBIT,SUCCESS
f28617b0-a3f6-49ed-81c0-a1580e13b196,AP-000048,2024-06-22 04:34:12,215.38,BANK_TRANSFER,FAILED
cc85797c-a18d-4f53-bc3a-9ed1235118c3,AP-000048,2023-02-03 06:09:45,215.38,DIRECT_DEBIT,SUCCESS
78e2052e-5d25-469c-a600-8a68613263be,AP-000049,2025-01-11 10:00:41,180.49,BANK_TRANSFER,FAILED
13074034-a49c-4c41-88f7-349b85b0a3b5,AP-000049,2026-04-18 07:27:29,180.49,DIRECT_DEBIT,FAILED
d3df989b-e7da-4525-8d5b-2db743edba92,AP-000049,2025-11-15 01:32:38,180.49,CARD,SUCCESS
61cc51ec-f40b-4a5e-b1d1-70f63cb88e21,AP-000049,2024-03-07 03:53:08,180.49,BANK_TRANSFER,PENDING
27d83166-18c1-4016-8d7e-63946cf01dea,AP-000050,2025-06-04 09:00:34,54.04,CARD,FAILED
2e2d6f6c-78db-4e0f-aa30-2a03bace6fe4,AP-000050,2024-10-03 04:20:00,54.04,BANK_TRANSFER,PENDING
a8e58a12-3aa0-4139-96a6-6d530f9edfd3,AP-000050,2025-09-24 20:48:15,54.04,CARD,PENDING
2851b3da-a913-40a9-9394-4e0e8772d3bf,AP-000050,2026-01-02 14:46:10,54.04,DIRECT_DEBIT,PENDING
c8873d03-e036-415d-a33c-12b33140f48d,AP-000050,2024-12-01 12:02:35,54.04,DIRECT_DEBIT,SUCCESS
7c84d582-17c0-4f40-a030-e4fa902b6244,AP-000050,2025-10-06 19:35:33,54.04,CARD,PENDING
276036ea-d243-46e0-b8b0-d686824e3a5a,AP-000051,2024-02-11 21:05:06,110.92,DIRECT_DEBIT,SUCCESS
3ccf4a9d-9d43-4b6a-88d2-2911eafbcf30,AP-000051,2025-04-02 13:37:41,110.92,CARD,SUCCESS
4f398d46-88b8-4dec-9e26-8ef7af3cfcbc,AP-000051,2023-11-26 09:59:41,110.92,BANK_TRANSFER,PENDING
eec7d26c-75b3-4f5b-8bbd-cc6695e363e3,AP-000051,2026-06-01 07:45:59,110.92,BANK_TRANSFER,FAILED
8b5d73ee-1d37-49af-8655-16f7d16d2dc0,AP-000051,2026-04-25 19:45:25,110.92,DIRECT_DEBIT,SUCCESS
b1aae22c-dbc8-4320-8c6f-868db4c5fedf,AP-000051,2025-09-26 08:38:10,110.92,CARD,FAILED
b224ef0c-01c3-454f-bbfe-37c8f2130bb1,AP-000052,2026-05-01 00:51:34,104.01,CARD,PENDING
1cb80e87-32aa-4548-aebf-d2cce4e3438f,AP-000052,2024-03-30 15:32:59,104.01,CARD,PENDING
b7441211-0e30-48b0-8f90-090e0094e139,AP-000052,2025-03-06 08:10:36,104.01,DIRECT_DEBIT,PENDING
a12719b4-70d2-4ef1-8b04-37b6e27de6d0,AP-000052,2024-04-11 22:53:31,104.01,DIRECT_DEBIT,SUCCESS
81e11d10-8844-4dc7-bbc8-2030ef0063b6,AP-000052,2024-09-18 17:08:56,104.01,BANK_TRANSFER,SUCCESS
014b6787-882f-4538-964f-2694a418d495,AP-000052,2025-07-02 18:42:41,104.01,CARD,SUCCESS
741bdf84-4fd8-4894-9c19-0ce0ca5386b7,AP-000053,2025-05-10 18:33:35,105.98,DIRECT_DEBIT,SUCCESS
8aa5e35b-4273-4682-bf17-f161c24d67ea,AP-000053,2023-01-22 07:51:37,105.98,BANK_TRANSFER,SUCCESS
59166054-28c2-45b0-8c90-371d87037282,AP-000054,2025-09-12 08:56:07,179.57,BANK_TRANSFER,SUCCESS
d695f2bb-3a5d-499e-a71f-bd34c32d908f,AP-000055,2026-03-21 20:26:57,145.68,CARD,FAILED
e99e1d08-6ca5-469b-86eb-c6ac71ec9ef8,AP-000055,2025-11-08 18:01:07,145.68,DIRECT_DEBIT,FAILED
585ba17a-7011-4960-909d-627508ebcc86,AP-000055,2025-07-02 10:37:56,145.68,CARD,PENDING
e57876ba-6aee-4c25-828e-0b5e450833e7,AP-000055,2025-12-04 21:50:02,145.68,DIRECT_DEBIT,FAILED
345ffab7-f037-4500-bb4f-9e4e44f06ffd,AP-000055,2026-05-13 15:39:21,145.68,DIRECT_DEBIT,SUCCESS
b82c3502-23da-4e3a-a1f3-b3fac7168bd8,AP-000055,2026-02-13 07:13:22,145.68,BANK_TRANSFER,SUCCESS
0718bd98-9c46-41c4-8675-25633dfb5937,AP-000056,2025-07-09 18:20:12,201.51,CARD,PENDING
88d685a8-56ba-4d94-90d9-753b381e537f,AP-000057,2022-12-17 19:21:05,82.4,DIRECT_DEBIT,SUCCESS
71afe7cf-96a8-490d-87b5-1e23624ccc5b,AP-000057,2023-11-01 18:06:44,82.4,BANK_TRANSFER,PENDING
23945116-7958-4994-a0fb-826fc3a0cf98,AP-000057,2026-06-18 16:01:10,82.4,DIRECT_DEBIT,FAILED
aa505d2a-498c-470c-ae59-291652f43deb,AP-000057,2025-12-23 11:29:26,82.4,CARD,SUCCESS
a6eeb4e4-bd7c-4f59-924b-2ce6f7e54650,AP-000057,2024-04-08 14:39:03,82.4,CARD,FAILED
d56ad19d-8e76-41c3-aa30-eb11a6439c0b,AP-000058,2023-08-26 00:01:26,233.06,CARD,PENDING
6def2c08-e46c-4bd6-a27e-9b0280322721,AP-000058,2026-04-01 01:13:16,233.06,DIRECT_DEBIT,PENDING
